EmployeeID,Country,Age,Gender,MaritalStatus,Department,JobRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,RemoteWorkDays,OvertimeHours,VacationWeeks,TrainingHoursLastYear,PromotionLastYear,BurnoutRisk,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,PerformanceRating,RelationshipSatisfaction,YearsInCurrentRole,YearsSinceLastPromotion,YearsAtCompany
EMP1603,Norway,38,Female,Single,Engineering,Financial Analyst,37831,4,3,3,5,6,57,0,High,2,3,2,2,4,2,0,0,1
EMP1604,Norway,21,Male,Single,Finance,Sales Executive,50550,5,4,3,2,6,8,0,Medium,2,2,2,1,3,4,0,0,1
EMP1605,Norway,35,Female,Married,Sales,Software Engineer,72313,4,4,2,1,6,39,0,Low,29,2,3,2,3,4,8,7,1
EMP1606,Sweden,29,Female,Divorced,Finance,Software Engineer,39487,4,5,2,1,7,14,0,Low,12,1,2,2,3,3,3,1,2
EMP1607,Norway,59,Male,Single,IT,Operations Manager,67545,4,4,2,0,7,3,0,Low,16,3,2,1,3,3,2,1,4
EMP1608,Norway,36,Female,Married,Engineering,Data Analyst,43015,5,2,2,5,6,51,0,Medium,11,3,3,3,3,1,8,7,5
EMP1609,Sweden,39,Male,Single,IT,Sales Executive,30000,5,5,2,5,6,17,0,Low,2,3,3,2,3,3,7,7,16
EMP1610,Sweden,43,Female,Married,HR,Data Analyst,63198,3,5,3,2,7,52,0,Low,14,2,3,4,4,3,1,1,13
EMP1611,Norway,38,Male,Divorced,Finance,HR Manager,79431,4,3,2,3,7,58,0,Low,5,3,2,3,3,2,8,0,4
EMP1612,Denmark,54,Female,Single,Sales,Marketing Specialist,42163,3,5,1,3,6,53,0,Low,7,3,3,3,4,2,5,1,6
EMP1613,Sweden,31,Male,Married,Engineering,Software Engineer,31451,4,4,4,1,7,40,1,Low,2,2,3,2,4,1,7,7,15
EMP1614,Norway,39,Male,Married,Finance,Operations Manager,61823,2,4,4,2,7,59,0,Low,3,3,3,1,3,3,2,0,0
EMP1615,Denmark,30,Female,Married,Engineering,HR Manager,41152,5,5,2,3,6,3,0,Low,5,3,2,1,3,1,7,1,0
EMP1616,Finland,24,Female,Married,Finance,Operations Manager,63049,1,4,1,7,6,38,0,Low,3,4,3,1,3,3,0,0,0
EMP1617,Norway,31,Male,Married,HR,Marketing Specialist,72272,4,3,5,4,7,6,0,Medium,26,1,3,4,3,3,6,4,4
EMP1618,Norway,37,Male,Single,Engineering,Marketing Specialist,59959,4,4,4,2,6,22,0,Low,4,4,3,2,3,4,2,2,7
EMP1619,Denmark,33,Female,Single,Sales,Financial Analyst,67146,3,4,1,2,7,62,0,Low,2,1,4,1,3,3,3,0,2
EMP1620,Denmark,31,Female,Divorced,Operations,Software Engineer,67249,5,3,0,1,6,64,1,Medium,1,1,4,2,4,1,8,0,3
EMP1621,Norway,23,Male,Single,IT,HR Manager,69849,5,4,2,2,7,40,0,Low,27,3,2,1,3,4,5,1,3
EMP1622,Norway,37,Male,Married,Sales,Financial Analyst,55678,4,4,3,4,6,43,0,Low,1,2,3,2,3,4,14,4,0
EMP1623,Norway,22,Male,Divorced,Sales,Marketing Specialist,66686,4,4,1,1,8,44,0,High,13,2,3,2,3,3,2,0,1
EMP1624,Sweden,45,Female,Divorced,Operations,HR Manager,57466,3,4,2,7,8,68,0,Low,5,2,2,1,3,2,4,0,0
EMP1625,Sweden,38,Male,Married,IT,Operations Manager,60869,4,5,2,1,8,50,0,Low,7,1,2,3,3,4,2,0,0
EMP1626,Norway,23,Male,Divorced,Engineering,Financial Analyst,100775,2,4,4,4,6,64,1,Medium,9,4,3,3,3,3,4,0,8
EMP1627,Sweden,34,Female,Married,Sales,Financial Analyst,58624,4,4,2,2,7,53,1,Low,8,3,4,2,3,3,3,1,8
EMP1628,Denmark,30,Male,Married,Finance,Software Engineer,32533,5,3,2,1,7,55,1,Low,25,3,2,4,4,3,8,0,8
EMP1629,Norway,41,Female,Divorced,HR,Data Analyst,52038,3,4,5,7,7,71,0,Low,16,4,2,2,3,4,0,0,6
EMP1630,Norway,51,Male,Divorced,Finance,Operations Manager,50342,5,5,1,5,6,39,0,Low,8,2,2,1,3,4,1,0,7
EMP1631,Denmark,20,Male,Married,Sales,Operations Manager,51028,1,4,1,4,7,57,0,Medium,1,4,2,2,4,1,2,2,5
EMP1632,Denmark,39,Male,Married,Engineering,Financial Analyst,69301,5,4,3,4,8,14,0,Low,8,1,4,1,4,3,2,0,5
EMP1633,Sweden,36,Female,Single,Sales,Financial Analyst,71958,2,4,1,3,6,18,0,Low,2,2,3,1,3,4,1,2,5
EMP1634,Sweden,44,Male,Married,Sales,Software Engineer,53415,4,4,4,5,6,9,0,Low,8,1,2,1,4,3,4,0,3
EMP1635,Norway,40,Female,Married,Sales,Data Analyst,34121,3,3,0,2,6,15,0,Low,3,3,3,2,3,4,3,0,2
EMP1636,Sweden,30,Female,Married,IT,Operations Manager,56486,5,5,1,3,6,42,0,Low,9,4,2,3,4,2,14,5,6
EMP1637,Sweden,34,Female,Divorced,IT,Marketing Specialist,46849,4,3,5,5,7,30,0,Low,25,4,3,1,3,1,2,7,1
EMP1638,Norway,30,Male,Divorced,HR,Sales Executive,58156,2,4,2,5,7,15,1,Low,1,4,3,1,3,2,0,0,3
EMP1639,Norway,48,Male,Married,Finance,Sales Executive,53185,4,4,3,3,6,79,0,Low,4,3,2,2,3,1,2,0,2
EMP1640,Norway,38,Male,Married,IT,Data Analyst,73245,4,4,1,2,7,27,0,Low,1,3,3,1,3,2,2,0,1
EMP1641,Norway,57,Male,Married,Sales,HR Manager,59122,4,3,1,0,6,61,0,Low,4,1,2,1,3,4,2,3,18
EMP1642,Norway,37,Male,Married,Finance,Software Engineer,46897,5,4,4,3,6,19,0,Low,5,2,3,2,3,4,8,5,1
EMP1643,Norway,30,Female,Married,Finance,Data Analyst,34217,4,3,2,2,7,34,0,Low,9,2,2,1,3,4,2,1,1
EMP1644,Norway,22,Male,Married,HR,Sales Executive,54279,3,3,2,0,6,58,1,High,3,3,4,2,3,2,3,1,0
EMP1645,Norway,20,Male,Married,IT,Financial Analyst,54333,1,4,0,1,7,8,1,Low,11,4,3,1,3,2,4,0,8
EMP1646,Denmark,22,Male,Divorced,Operations,Sales Executive,51063,4,4,2,1,6,9,1,Low,1,2,2,1,3,3,2,0,4
EMP1647,Sweden,40,Female,Married,Engineering,Financial Analyst,66629,4,2,3,2,7,44,0,Low,8,1,3,4,3,3,0,2,4
EMP1648,Sweden,43,Male,Married,Engineering,Software Engineer,34258,3,2,4,3,6,14,0,Low,25,4,2,3,3,1,10,4,8
EMP1649,Denmark,22,Female,Married,IT,Financial Analyst,43561,3,5,3,1,8,29,0,Low,21,3,3,1,3,2,4,0,2
EMP1650,Sweden,46,Male,Single,Engineering,Data Analyst,55793,4,5,3,2,7,47,0,Low,23,4,3,4,3,3,9,3,1
EMP1651,Norway,33,Female,Married,Engineering,Financial Analyst,46607,5,3,2,5,6,39,0,Medium,1,4,3,2,3,2,2,2,1
EMP1652,Sweden,39,Female,Married,Engineering,HR Manager,49649,3,4,2,6,6,73,0,Low,2,3,3,2,4,1,6,7,6
EMP1653,Sweden,54,Male,Single,IT,Data Analyst,54096,4,4,3,5,6,43,0,Low,19,1,3,3,3,4,0,0,4
EMP1654,Denmark,46,Male,Divorced,Sales,Software Engineer,65289,4,4,1,6,7,45,0,Low,2,1,3,4,3,4,6,14,1
EMP1655,Sweden,35,Male,Married,Engineering,Data Analyst,53491,4,5,1,1,6,5,0,Low,2,4,2,2,3,3,4,0,0
EMP1656,Norway,29,Male,Divorced,Sales,HR Manager,30000,3,2,5,1,7,23,0,Low,3,4,3,1,3,3,3,0,0
EMP1657,Norway,20,Female,Single,Sales,Software Engineer,45958,4,4,0,7,5,72,1,Low,25,1,3,1,4,3,0,0,4
EMP1658,Norway,30,Female,Divorced,HR,Sales Executive,62436,5,4,1,2,6,6,0,Low,7,1,2,1,3,3,3,0,0
EMP1659,Sweden,35,Female,Married,Sales,HR Manager,66440,1,4,2,2,6,5,1,Low,9,2,3,1,3,4,7,7,0
EMP1660,Sweden,28,Female,Single,IT,Software Engineer,67267,4,4,3,3,6,32,0,Low,5,1,3,2,3,2,2,0,2
EMP1661,Norway,36,Male,Divorced,Sales,Marketing Specialist,71517,3,5,2,4,7,37,0,Low,2,4,2,1,3,4,0,0,5
EMP1662,Finland,38,Male,Divorced,IT,Financial Analyst,56776,3,2,2,4,5,43,0,Low,8,1,3,2,4,3,0,0,5
EMP1663,Sweden,35,Female,Single,HR,Data Analyst,58947,4,1,5,2,7,16,0,Low,2,3,2,1,3,4,2,0,2
EMP1664,Norway,31,Male,Single,Finance,Software Engineer,39791,4,3,3,1,7,30,0,Low,18,4,3,1,3,1,0,0,5
EMP1665,Norway,39,Female,Married,Sales,Data Analyst,30000,2,5,4,3,6,36,0,Medium,14,3,3,2,3,1,8,4,3
EMP1666,Norway,42,Male,Single,IT,Financial Analyst,33736,4,4,0,2,6,10,1,Low,2,4,2,1,3,1,2,1,18
EMP1667,Norway,27,Male,Married,Sales,Software Engineer,44472,4,4,1,4,6,4,0,Low,3,2,3,2,3,1,2,0,0
EMP1668,Norway,52,Other,Divorced,Engineering,Sales Executive,34604,4,2,2,5,7,63,0,Low,2,2,1,1,3,3,7,1,4
EMP1669,Norway,37,Male,Divorced,IT,Marketing Specialist,50606,4,5,1,1,6,75,0,Low,9,3,3,1,3,2,2,2,3
EMP1670,Norway,38,Other,Married,IT,Marketing Specialist,48068,3,5,0,7,5,2,0,Low,6,4,3,1,4,4,2,2,1
EMP1671,Norway,45,Female,Single,IT,HR Manager,69067,5,4,1,3,6,55,0,Low,4,2,3,1,3,3,1,0,6
EMP1672,Denmark,40,Female,Divorced,Engineering,Software Engineer,40462,4,4,2,1,6,62,0,Medium,10,2,3,1,3,2,0,1,1
EMP1673,Norway,47,Female,Single,Sales,Financial Analyst,57108,4,2,3,8,8,37,0,Low,14,3,2,2,3,1,4,0,2
EMP1674,Sweden,40,Female,Single,HR,Software Engineer,48703,5,4,3,2,7,53,0,Low,1,3,2,1,3,2,2,0,2
EMP1675,Sweden,31,Female,Divorced,IT,Data Analyst,39901,3,4,0,3,6,1,0,Low,5,3,2,3,3,4,0,0,1
EMP1676,Finland,41,Male,Married,Sales,Operations Manager,44084,2,2,2,3,7,1,0,Medium,7,2,2,1,3,2,7,5,2
EMP1677,Norway,26,Male,Married,Engineering,Software Engineer,30000,4,4,1,6,8,11,0,Low,21,4,3,2,4,4,6,0,3
EMP1678,Norway,39,Female,Married,Engineering,Marketing Specialist,66225,4,3,2,2,5,39,0,Medium,8,1,3,3,3,3,9,1,6
EMP1679,Finland,37,Male,Married,Sales,Marketing Specialist,76033,5,4,2,4,7,1,0,Low,20,4,3,1,3,1,0,0,7
EMP1680,Denmark,35,Male,Married,IT,Marketing Specialist,50988,5,4,2,1,6,79,0,Low,20,4,3,2,3,4,8,0,0
EMP1681,Denmark,36,Male,Single,IT,Sales Executive,55435,3,3,4,4,7,56,0,High,7,2,3,1,3,3,2,0,4
EMP1682,Norway,20,Female,Married,IT,Software Engineer,50562,4,4,4,2,7,46,0,Low,1,4,3,3,3,2,12,5,11
EMP1683,Norway,32,Female,Married,Finance,HR Manager,42698,4,4,3,3,8,35,0,Low,1,3,2,1,4,3,0,0,0
EMP1684,Sweden,38,Male,Married,IT,Software Engineer,65573,3,3,4,7,6,3,0,Low,19,3,2,1,3,3,0,0,3
EMP1685,Finland,39,Female,Divorced,Finance,Operations Manager,59786,4,5,3,4,7,74,0,Low,10,1,2,3,3,2,0,0,6
EMP1686,Sweden,27,Female,Single,Finance,Marketing Specialist,30000,4,1,4,4,6,23,0,Low,1,3,2,2,3,2,7,0,4
EMP1687,Sweden,50,Female,Single,Operations,Data Analyst,39480,4,4,2,5,6,61,0,Low,6,4,3,1,3,3,13,2,0
EMP1688,Norway,29,Female,Single,Sales,Marketing Specialist,30000,1,1,2,0,8,1,0,Low,2,3,3,1,4,3,8,3,2
EMP1689,Denmark,47,Female,Single,Engineering,Software Engineer,78331,3,2,3,3,7,14,0,Low,21,4,2,1,3,2,0,0,3
EMP1690,Norway,42,Male,Single,Engineering,Sales Executive,52422,3,3,0,1,6,74,0,Low,4,1,3,1,3,2,0,0,27
EMP1691,Norway,31,Female,Married,IT,Financial Analyst,58610,5,2,3,5,7,48,0,Medium,12,4,3,2,3,3,7,8,0
EMP1692,Sweden,55,Male,Divorced,Engineering,Software Engineer,49700,2,4,5,1,5,34,0,Low,9,4,3,1,3,4,1,0,20
EMP1693,Sweden,26,Female,Married,Finance,Software Engineer,71540,5,2,3,4,6,46,0,Low,3,3,3,2,3,3,7,6,2
EMP1694,Norway,47,Other,Married,Sales,HR Manager,67910,4,4,0,4,7,23,0,Low,3,3,2,3,3,1,7,3,1
EMP1695,Norway,48,Male,Single,Finance,Sales Executive,51767,4,2,2,1,7,59,0,Low,1,2,2,2,3,1,0,1,2
EMP1696,Sweden,31,Male,Married,Operations,Operations Manager,80769,4,2,4,7,6,76,0,Low,1,1,2,3,3,3,1,11,4
EMP1697,Norway,51,Female,Married,Finance,Financial Analyst,57779,4,4,5,4,7,47,0,Low,4,3,3,2,3,2,7,0,1
EMP1698,Sweden,35,Male,Married,Finance,Marketing Specialist,33098,4,5,2,1,6,22,0,Medium,20,3,3,1,3,2,1,0,1
EMP1699,Norway,40,Female,Married,Operations,Data Analyst,56500,4,4,4,1,5,11,0,Low,18,3,3,2,3,2,2,1,9
EMP1700,Sweden,40,Male,Married,IT,Software Engineer,62761,4,4,4,1,6,40,0,Low,1,4,3,4,3,2,8,7,34
EMP1701,Sweden,36,Male,Single,Sales,Operations Manager,53001,4,3,1,5,8,28,0,Low,2,4,3,1,4,1,0,0,1
EMP1702,Norway,46,Female,Divorced,Engineering,Financial Analyst,48827,4,5,4,3,7,69,0,Low,2,3,3,4,3,3,13,15,0
EMP1703,Norway,45,Female,Divorced,Engineering,Data Analyst,81465,2,1,2,1,6,50,0,Medium,8,3,3,3,3,1,4,7,7
EMP1704,Norway,20,Female,Single,Operations,Operations Manager,37212,4,3,2,4,5,22,0,Low,10,3,3,2,3,2,3,1,4
EMP1705,Norway,51,Male,Divorced,Operations,Sales Executive,30000,5,4,2,7,7,30,0,Low,3,4,3,3,3,2,9,0,0
EMP1706,Finland,21,Female,Single,IT,Sales Executive,79285,1,4,3,1,7,20,0,Low,2,1,4,3,3,4,7,0,14
EMP1707,Norway,48,Female,Single,Engineering,Financial Analyst,36609,3,5,3,3,6,23,0,Low,24,2,4,4,3,4,0,0,0
EMP1708,Denmark,49,Female,Divorced,Sales,Marketing Specialist,50700,3,2,2,2,6,71,0,Low,16,3,4,2,3,3,10,2,4
EMP1709,Norway,27,Female,Divorced,Sales,Data Analyst,49338,4,5,4,1,8,8,0,Low,8,1,3,2,3,4,7,0,2
EMP1710,Sweden,33,Female,Single,IT,Sales Executive,73476,2,4,4,3,7,21,1,Low,9,3,2,1,4,1,2,1,4
EMP1711,Denmark,26,Male,Single,Sales,Financial Analyst,76522,4,4,3,2,6,3,0,Low,17,4,3,4,3,4,8,6,1
EMP1712,Sweden,35,Male,Single,Operations,Sales Executive,35614,2,2,2,4,7,76,0,Low,10,4,2,1,4,3,0,0,5
EMP1713,Sweden,34,Female,Single,Operations,Sales Executive,75353,2,3,0,1,6,2,1,Low,13,2,3,1,3,1,2,0,16
EMP1714,Sweden,45,Male,Divorced,HR,Operations Manager,75076,4,5,2,3,6,27,0,Medium,1,4,3,1,3,4,3,0,3
EMP1715,Norway,51,Female,Divorced,IT,Operations Manager,55290,3,4,4,1,8,14,0,Low,1,4,3,4,4,3,4,1,3
EMP1716,Finland,51,Male,Married,Finance,Sales Executive,68988,5,4,1,1,6,7,0,Low,1,3,4,2,3,1,5,1,1
EMP1717,Denmark,32,Female,Divorced,Engineering,HR Manager,70492,1,5,5,3,6,47,0,Low,9,1,3,5,3,2,16,0,11
EMP1718,Finland,35,Female,Married,Engineering,Operations Manager,51213,4,3,4,2,7,51,0,Medium,16,3,3,1,3,2,2,2,17
EMP1719,Norway,21,Male,Married,HR,Data Analyst,52636,2,4,3,7,7,54,1,Low,23,4,3,2,3,3,8,0,7
EMP1720,Denmark,29,Male,Single,IT,Financial Analyst,63839,3,4,3,6,7,36,0,Low,4,4,3,2,3,3,0,0,3
EMP1721,Finland,47,Male,Married,HR,Financial Analyst,30572,5,3,2,1,5,3,0,Low,22,1,3,1,3,2,2,0,15
EMP1722,Norway,54,Female,Married,HR,Marketing Specialist,49692,5,3,3,2,7,54,0,Medium,24,4,3,4,3,4,11,1,0
EMP1723,Norway,25,Female,Married,Operations,Data Analyst,36994,1,4,2,2,7,11,1,Low,10,3,3,1,3,2,1,0,3
EMP1724,Denmark,32,Male,Divorced,Sales,Data Analyst,76353,4,4,4,2,6,18,1,Low,7,4,3,3,3,2,7,0,3
EMP1725,Sweden,37,Female,Divorced,Finance,Data Analyst,49516,4,4,3,1,7,78,0,Low,17,4,2,2,3,2,2,3,3
EMP1726,Denmark,40,Male,Divorced,Sales,Marketing Specialist,59145,3,2,3,2,6,56,1,Medium,14,3,2,1,4,4,2,0,8
EMP1727,Norway,29,Male,Married,IT,Data Analyst,51723,2,5,3,2,8,36,0,Low,1,3,3,2,3,3,3,0,5
EMP1728,Denmark,42,Female,Single,Operations,Software Engineer,50747,5,1,0,2,7,75,1,Medium,5,2,3,1,3,4,0,0,0
EMP1729,Norway,33,Male,Married,Finance,Marketing Specialist,58164,5,4,0,2,6,6,0,Low,17,3,3,3,3,3,7,0,2
EMP1730,Norway,37,Male,Divorced,HR,Financial Analyst,44040,5,4,4,2,7,54,0,Low,25,3,3,3,3,3,10,10,2
EMP1731,Norway,43,Male,Married,Finance,Software Engineer,52022,4,3,1,0,6,27,0,Low,8,2,4,3,3,3,7,1,4
EMP1732,Denmark,38,Male,Single,Sales,Marketing Specialist,51912,4,3,2,1,7,36,0,Low,11,4,2,1,3,1,0,0,1
EMP1733,Sweden,33,Male,Single,Sales,Sales Executive,48651,3,4,2,4,5,60,0,Low,5,2,3,1,3,1,2,1,0
EMP1734,Sweden,36,Male,Married,Engineering,Sales Executive,60865,3,5,0,3,6,74,0,Low,2,4,4,2,3,2,7,1,5
EMP1735,Norway,37,Female,Married,Finance,Financial Analyst,48295,2,3,0,3,7,38,0,Low,8,2,1,1,3,1,3,1,9
EMP1736,Denmark,34,Male,Single,Finance,Sales Executive,79166,4,4,4,5,7,22,1,Low,6,1,2,2,3,4,2,2,13
EMP1737,Norway,35,Female,Single,IT,Data Analyst,64434,4,4,3,4,6,51,0,Low,4,3,2,3,3,2,11,4,17
EMP1738,Denmark,53,Male,Single,Sales,Marketing Specialist,34760,5,2,2,0,7,10,0,High,7,4,3,2,3,2,2,2,7
EMP1739,Sweden,43,Male,Married,IT,Software Engineer,63263,5,4,5,3,7,65,0,Low,1,4,2,4,3,3,6,11,0
EMP1740,Norway,35,Female,Married,Sales,Data Analyst,44657,5,5,1,2,6,12,1,Low,2,1,3,2,3,2,2,2,9
EMP1741,Sweden,44,Female,Divorced,Engineering,Sales Executive,57035,5,4,1,3,6,76,0,Low,10,2,3,1,4,1,2,1,2
EMP1742,Norway,34,Male,Married,Engineering,Operations Manager,44032,3,5,3,6,7,40,1,Low,5,4,3,5,3,2,0,0,6
EMP1743,Denmark,49,Female,Married,HR,Software Engineer,30000,4,2,3,2,6,48,1,Low,9,1,3,1,3,2,0,0,3
EMP1744,Sweden,41,Female,Single,HR,Data Analyst,54673,4,4,2,4,8,14,0,Low,2,3,2,4,3,1,3,4,8
EMP1745,Norway,36,Female,Married,IT,Marketing Specialist,33483,3,4,5,5,7,55,0,Low,11,1,1,2,3,1,0,0,2
EMP1746,Denmark,42,Female,Married,Sales,Financial Analyst,61295,5,4,5,6,7,53,0,Low,18,3,3,2,3,4,7,6,0
EMP1747,Norway,22,Male,Divorced,Engineering,Data Analyst,57621,5,4,0,2,6,30,1,Low,7,2,1,5,4,2,16,5,4
EMP1748,Sweden,26,Male,Single,IT,Operations Manager,45941,2,3,1,3,7,60,0,Medium,3,2,3,2,3,3,0,0,0
EMP1749,Finland,26,Female,Single,HR,Sales Executive,82383,1,4,4,1,6,57,0,Low,29,2,1,2,3,4,2,2,16
EMP1750,Sweden,39,Male,Married,Engineering,Software Engineer,36410,4,4,2,5,7,59,0,Low,2,1,1,5,3,4,14,6,3
EMP1751,Norway,55,Female,Married,Engineering,Financial Analyst,45634,4,3,0,6,6,52,0,Low,28,4,4,4,3,3,11,11,4
EMP1752,Finland,60,Male,Married,IT,Software Engineer,38189,5,5,3,4,6,60,0,Low,1,4,3,2,3,1,7,0,11
EMP1753,Sweden,44,Male,Single,Sales,Financial Analyst,85619,3,4,2,3,6,79,0,Low,16,3,4,1,3,3,13,15,4
EMP1754,Norway,43,Female,Single,IT,Marketing Specialist,75283,2,4,2,4,5,41,0,Low,22,4,3,3,3,3,6,2,1
EMP1755,Norway,20,Male,Single,IT,Software Engineer,33668,3,3,1,8,7,28,0,Low,8,2,2,1,3,4,2,2,1
EMP1756,Denmark,32,Female,Married,Operations,Sales Executive,42616,1,3,3,2,7,26,1,Medium,11,4,3,4,3,2,3,1,3
EMP1757,Sweden,30,Female,Single,Engineering,Marketing Specialist,43125,1,4,2,5,7,43,0,Low,29,4,3,1,3,2,7,7,10
EMP1758,Sweden,31,Female,Divorced,Engineering,Marketing Specialist,46739,5,4,1,2,6,4,1,Low,1,2,4,2,3,4,1,0,7
EMP1759,Denmark,36,Female,Married,IT,Financial Analyst,39358,3,4,2,4,6,51,0,Low,1,2,3,3,3,3,4,0,16
EMP1760,Denmark,33,Female,Single,Engineering,HR Manager,45913,4,4,2,4,7,52,0,Low,24,2,3,1,3,1,3,0,0
EMP1761,Norway,20,Female,Married,HR,Software Engineer,70073,1,2,5,2,7,51,0,Low,2,3,2,3,3,1,7,6,1
EMP1762,Norway,45,Female,Divorced,Finance,Software Engineer,84203,3,4,5,3,6,37,1,Low,15,1,3,2,3,2,0,0,0
EMP1763,Norway,27,Male,Married,Sales,Data Analyst,31834,5,4,1,5,7,43,1,Low,2,1,3,1,3,2,2,1,6
EMP1764,Denmark,40,Male,Married,IT,Financial Analyst,39383,4,4,3,2,7,52,0,High,10,3,3,1,3,4,1,0,0
EMP1765,Norway,58,Male,Married,Engineering,Operations Manager,58203,4,3,3,3,7,1,0,Low,10,4,3,1,4,2,0,0,0
EMP1766,Sweden,28,Male,Married,Sales,HR Manager,31295,4,1,4,1,5,53,0,Medium,3,3,3,1,3,1,2,2,4
EMP1767,Denmark,20,Female,Married,IT,Sales Executive,58591,3,4,2,5,7,76,0,Low,2,2,3,5,3,4,1,7,2
EMP1768,Denmark,35,Female,Single,IT,Data Analyst,63101,4,3,0,1,6,34,1,Low,3,4,3,2,3,1,3,0,6
EMP1769,Norway,49,Female,Married,IT,HR Manager,65509,3,2,3,3,7,45,0,Low,26,3,3,2,3,2,7,7,3
EMP1770,Denmark,57,Male,Divorced,IT,Financial Analyst,62682,5,1,1,2,6,71,1,Medium,1,1,2,1,3,3,3,1,2
EMP1771,Norway,25,Female,Divorced,Sales,HR Manager,46971,3,4,1,5,7,78,0,Low,1,4,3,5,3,4,2,2,2
EMP1772,Denmark,42,Male,Married,Engineering,Marketing Specialist,52274,4,4,3,6,7,54,0,Low,2,3,2,3,3,2,4,7,10
EMP1773,Norway,33,Female,Married,IT,Software Engineer,37307,2,4,5,1,6,71,0,Low,9,1,3,1,3,2,4,0,2
EMP1774,Norway,36,Female,Single,IT,Marketing Specialist,61965,4,3,1,6,7,10,0,Low,12,4,2,3,3,2,8,7,2
EMP1775,Denmark,64,Male,Single,Sales,Software Engineer,79050,5,4,3,2,7,28,0,Low,2,3,2,4,3,2,7,6,2
EMP1776,Norway,22,Male,Divorced,Engineering,Data Analyst,61933,4,3,2,4,6,68,0,Low,25,3,2,3,3,3,0,0,1
EMP1777,Norway,40,Male,Single,Finance,Financial Analyst,44574,4,5,4,2,5,62,0,Low,9,4,3,1,3,2,2,0,9
EMP1778,Denmark,42,Female,Single,Finance,Financial Analyst,69921,5,4,2,4,5,46,0,Low,10,3,2,1,3,1,0,1,0
EMP1779,Denmark,48,Female,Divorced,Sales,HR Manager,90484,4,4,1,2,7,6,0,Low,8,4,2,2,4,1,13,1,11
EMP1780,Sweden,38,Female,Married,Finance,Data Analyst,58647,3,3,1,2,7,63,0,Medium,4,1,3,1,3,3,0,2,1
EMP1781,Sweden,41,Male,Single,IT,Financial Analyst,63317,3,2,2,3,7,63,0,Low,24,2,2,3,3,1,7,1,11
EMP1782,Sweden,34,Male,Married,Engineering,Operations Manager,65165,4,4,1,3,6,11,0,Low,1,1,2,1,3,1,3,1,7
EMP1783,Norway,40,Female,Married,Sales,Operations Manager,30933,4,4,0,4,6,11,0,Low,20,3,3,2,3,3,2,0,4
EMP1784,Norway,34,Female,Married,Sales,Marketing Specialist,48833,3,2,3,1,6,35,0,Low,7,2,4,1,3,3,6,0,5
EMP1785,Norway,44,Male,Married,Engineering,Software Engineer,47292,3,5,2,1,8,28,0,Low,17,3,2,3,3,1,9,1,1
EMP1786,Finland,34,Male,Married,Sales,HR Manager,67522,5,5,3,2,6,10,0,Low,20,1,3,3,4,4,10,11,4
EMP1787,Sweden,41,Female,Married,IT,Sales Executive,65775,2,4,1,1,6,52,1,Low,8,1,1,1,3,4,2,1,1
EMP1788,Sweden,37,Male,Married,Finance,Software Engineer,53188,4,5,3,3,7,69,0,Low,2,4,3,3,3,2,2,1,2
EMP1789,Sweden,49,Male,Single,IT,Data Analyst,46391,2,3,2,2,7,73,0,Medium,10,3,3,2,3,4,7,1,7
EMP1790,Finland,37,Male,Married,IT,Financial Analyst,30000,5,1,0,2,5,46,0,Low,1,2,2,3,3,4,6,3,1
EMP1791,Norway,20,Female,Divorced,Sales,Software Engineer,54768,2,2,2,2,6,32,0,Medium,5,4,2,3,3,3,2,1,9
EMP1792,Sweden,50,Female,Single,Engineering,Sales Executive,40681,4,4,0,0,7,66,0,Low,4,4,3,3,4,1,7,4,2
EMP1793,Sweden,28,Female,Single,Operations,Sales Executive,38822,2,2,4,4,7,42,0,Medium,29,1,2,2,4,2,7,3,3
EMP1794,Sweden,31,Female,Divorced,Sales,Operations Manager,68894,4,5,3,5,5,17,0,Low,15,1,3,1,3,4,2,2,14
EMP1795,Norway,32,Female,Single,IT,Data Analyst,67328,5,3,2,5,7,73,0,Medium,3,1,3,2,3,3,2,0,5
EMP1796,Denmark,51,Male,Divorced,IT,Software Engineer,47671,3,4,1,5,7,52,0,Low,10,4,2,2,3,3,0,0,5
EMP1797,Finland,20,Female,Married,Engineering,HR Manager,31464,4,5,1,3,7,38,0,Low,4,4,3,1,3,2,7,5,6
EMP1798,Sweden,65,Male,Divorced,Sales,Software Engineer,42612,4,3,2,2,6,71,0,Medium,21,1,3,1,4,3,1,0,12
EMP1799,Sweden,48,Female,Single,Sales,Operations Manager,69898,3,3,3,3,6,33,0,Low,25,1,2,1,4,2,2,2,1
EMP1800,Finland,40,Male,Married,Engineering,Marketing Specialist,62015,5,4,1,3,7,36,1,Low,2,4,3,4,3,4,6,13,4
EMP1801,Denmark,37,Male,Divorced,Engineering,Sales Executive,47922,3,3,0,5,7,40,0,Medium,1,1,2,1,3,1,0,0,2
EMP1802,Norway,40,Male,Single,Engineering,Data Analyst,55881,4,3,2,1,7,48,0,Medium,1,4,3,2,3,4,0,0,0
EMP1803,Sweden,43,Male,Married,IT,Data Analyst,30000,3,3,2,1,7,9,1,Low,7,4,3,2,3,3,2,0,0
